Sentence #,Sentence,Tag
Sentence: 281,"“Why has Cuba invested 38% [of government funds] on average over the past decade in hotels and infrastructure connected to international tourism, but only 8 to 9% on energy infrastructure?” asks economist Ricardo Torres at the American University in Washington DC.","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-LOC', 'I-LOC']"
Sentence: 282,“It doesn’t make sense.,"['O', 'O', 'O', 'O', 'O']"
Sentence: 283,"The hotels run on electricity.” Even with all the current challenges, most visitors agree that Cuba remains a unique travel experience.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 284,"The cliches – classic cars, cigars and mojitos – still appeal to many, while others prefer to travel the island absorbing its history, culture and music.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 285,"Yet as tour operator Sunwings’ decision to step back shows, some tourists are finding it hard to appreciate Cuba during its energy crisis, especially if it’s about to be exacerbated by a hostile administration – and Secretary of State – in Washington.","['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']"
Sentence: 286,"Closer relations between the UK and the European Union (EU) will boost economic growth, Chancellor Rachel Reeves will tell finance leaders on Monday.","['B-LOC', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-TIM']"
Sentence: 287,"In the first address by a British chancellor to the Eurogroup since Brexit, Reeves will say that a ""reset"" in relations would mean ""breaking down barriers to trade"" as well as helping ""businesses sell in each other's markets"".","['B-LOC', 'O', 'B-ORG', 'O', 'B-PER', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 288,"While Labour has ruled out re-joining the trade bloc, it has repeatedly said it wants the UK to ""deepen ties"" with the EU.","['B-ORG', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG']"
Sentence: 289,"The Conservatives said the chancellor should instead be working out how to reverse the ""devastating Budget measures that have crashed confidence"".","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 290,"The British Chambers of Commerce (BCC), which represents about 50,000 businesses, said that in order for the economy to grow ""we must export more"" but UK firms ""are struggling under huge regulatory and paperwork burdens"".","['B-LOC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'B-LOC']"
Sentence: 291,"At the Eurogroup finance ministers meeting in Brussels, Reeves will propose building a ""mature, business-like relationship"" between Britain and the EU.","['O', 'B-ORG', 'O', 'B-PER', 'O', 'B-LOC', 'O', 'B-LOC', 'B-ORG']"
Sentence: 292,"""I know that the last few years have been fractious,"" she will tell her European counterparts.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 293,"""Division and chaos defined the last government's approach to Europe.","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
Sentence: 294,"It will not define ours.""","['O', 'O', 'O', 'O']"
Sentence: 295,"She will say: ""I believe that a closer economic relationship between the UK and the EU is not a zero-sum game.","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'O', 'O']"
Sentence: 296,"It's about improving both our growth prospects.""","['O', 'O', 'O', 'O', 'O']"
Sentence: 297,"While this speech is not expected to result in any changes on Labour's manifesto promise not to re-join the EU's single market or customs union, it is likely to mean an agreement on food and farm exports, with the UK having said it is seeking a veterinary agreement.","['B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'B-LOC', 'O']"
Sentence: 298,"It could also mean less red tape on more complex pan-European supply chains in manufacturing and textiles, but big trade-offs may be necessary.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 299,The EU would like to see a scheme for young Europeans to live and work both there and in the UK - something Sir Keir Starmer has ruled out in the past.,"['B-ORG', 'O', 'O', 'O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'O']"
Sentence: 300,Closer alignment to European food standards could also complicate any attempt by the UK to forge closer relations with the US on Donald Trump's re-entry into the White House in January.,"['B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'B-LOC', 'I-LOC', 'O', 'B-TIM']"
Sentence: 301,"Ahead of the chancellor's speech, shadow business secretary Andrew Griffith urged her to ""jump on a plane to the US and talk to [President-elect] Trump about getting a US-UK trade deal done, not trying to take Britain backwards into the slow growth EU.""","['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'B-PER', 'O', 'B-LOC', 'I-LOC', 'B-LOC', 'O', 'B-LOC', 'O', 'B-ORG']"
Sentence: 302,"But Liberal Democrat Treasury spokesperson Daisy Cooper said: ""The Conservatives' botched Brexit deal has been a disaster for the economy, with small businesses, farmers and fishers all caught up in endless red tape.""","['B-ORG', 'I-ORG', 'B-PER', 'I-PER', 'O', 'B-ORG', 'O', 'B-MISC', 'O', 'O']"
Sentence: 303,"Last month in a highly unusual move, the governor of the Bank of England, Andrew Bailey, said that the UK must ""rebuild relations"" with the EU.","['B-TIM', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'B-LOC', 'O', 'B-ORG']"
Sentence: 304,The governor has avoided commenting on Brexit because of the Bank's independence from Westminster politics.,"['O', 'O', 'O', 'B-ORG', 'O', 'B-LOC', 'O']"
Sentence: 305,"""The impact on trade seems to be more in goods than services,"" he said.","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 306,"""But it underlines why we must be alert to and welcome opportunities to rebuild relations while respecting that very important decision of the British people.""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']"
Sentence: 307,"The export of goods, such as in food and farming, has been impacted by new trade barriers.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 308,"But services, including banking, have performed better than expected.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 309,Labour has said it is committed to implementing post-Brexit agreements struck under the previous Tory government.,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 310,"These include the Windsor Framework, which covers trade between the UK and Northern Ireland.","['O', 'O', 'O', 'B-ART', 'I-ART', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC']"
Sentence: 311,"But Reeves will tell finance ministers: ""The reset in relations is about doing what is the best interests of our shared economies and those that depend on it.","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 312,"""That means breaking down barriers to trade, creating opportunities to invest and helping our businesses sell in each other's markets.""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 313,Reeves will give her speech at a key time for both the UK and European economies after President-elect Donald Trump threatened to impose tariffs of up to 20% on all goods imported into the US.,"['B-PER', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC']"
Sentence: 314,"Carsten Brzeski, global head at financial services company ING Research, told the BBC's Today programme that European leaders ""clearly"" had an interest in working more closely with the UK government as a result of Trump's election.","['B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'B-PER', 'O', 'B-LOC']"
Sentence: 315,"He said that potential tariff changes could prove a ""threat"" to European economies such as Germany, who export a great deal of goods to the US.","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O']"
Sentence: 316,"""It's also about Donald Trump's idea to cut taxes and do deregulation in the US.","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-GPE']"
Sentence: 317,"That could also make the US economy much more attractive than the EU economy and could somewhat cannibalise the growth potential of Europe,"" Mr Brzeski said.","['O', 'O', 'B-GPE', 'O', 'B-LOC', 'O', 'B-GPE', 'O', 'O', 'O', 'B-PER', 'I-PER']"
Sentence: 318,"Sign up for our Politics Essential newsletter to read top political analysis, gain insight from across the UK and stay up to speed with the big moments.","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-LOC', 'O']"
Sentence: 319,It'll be delivered straight to your inbox every weekday.,"['O', 'O', 'O', 'O', 'O']"
Sentence: 320,"Not long after buying and publicly consuming a $6.2m banana as part of an artworld stunt, Chinese crypto entrepreneur Justin Sun made another eye-catching purchase, investing $30m ($23.5m) into a cryptocurrency firm called World Liberty Financial.","['O', 'O', 'O', 'B-CUR', 'O', 'B-ART', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-CUR', 'O', 'B-CUR', 'O', 'O', 'B-ORG', 'I-ORG']"
Sentence: 321,"The company had foundered since its October launch, investors seemingly leery of its prospects and its terms.","['O', 'O', 'O', 'B-TIM', 'O', 'O', 'O', 'O']"
Sentence: 322,But it boasted a potentially enticing feature: the chance to do business with a firm partnering with and promoted by none other than Donald Trump.,"['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PER', 'I-PER']"
Sentence: 323,Mr Sun's investment tipped the company over the threshold that allowed the president-elect to begin profiting from the venture.,"['B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'O', 'B-PER', 'O']"
Sentence: 324,Trump and his family are now in the position to collect roughly $20m - and potentially far more.,"['B-PER', 'O', 'O', 'B-CUR', 'O']"
Sentence: 325,"Mr Sun, who is currently fighting fraud charges in the US related to his own crypto business, did not respond to questions about what prompted his interest in the tokens, which cannot be traded.","['B-PER', 'I-PER', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']"
Sentence: 326,"But the episode set off alarm bells among government ethics experts, who see it as an indication that Trump's expanding business ventures have made it easier than ever for those hoping to influence US policy to steer money his way.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O']"
Sentence: 327,"""The conflicts have grown substantially with the scope of his business empire,"" said Richard Painter, who served as the White House's chief ethics lawyer during the George W Bush administration.","['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-PER', 'I-PER']"
Sentence: 328,"In a statement to the BBC, Trump's team shrugged off the worries.","['O', 'O', 'B-PER', 'O', 'O', 'O']"
Sentence: 329,"In his first term, ""President Trump removed himself from his multi-billion-dollar real estate empire to run for office and forewent his government salary,"" Trump spokeswoman Karoline Leavitt said.","['O', 'B-PER', 'I-PER', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
Sentence: 330,"""Unlike most politicians, President Trump didn't get into politics for profit – he's fighting because he loves the people of this country and wants to make America great again.""","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC']"
Sentence: 331,"But Trump has taken little action in response to concerns about the potential for corruption, or appearance of it, as he prepares for a return to the White House.","['B-PER', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']"
Sentence: 332,Trump has faced questions about conflicts of interest before.,"['B-PER', 'O', 'O', 'O', 'O', 'O']"
Sentence: 333,"During his first term as president, the Trump International Hotel in Washington, DC became a symbol of the issue, as a go-to place for lobbyists, foreign diplomats, and allies to stay and spend.","['O', 'O', 'B-PER', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
Sentence: 334,Critics argued that the hotel created a way for Trump to profit indirectly from his office.,"['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O']"
Sentence: 335,He faced accusations and lawsuits alleging he violated the US Constitution's ban on presidents receiving foreign emoluments – or profiting from their office.,"['O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 336,"But experts said the growth of his business empire, which now includes a publicly traded social media company, a cryptocurrency firm, and ties to a Saudi-backed golf league, makes it possible for anyone hoping to curry favour to move money more quietly and in much greater sums.","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']"
Sentence: 337,"""The scale has increased and the ease has increased,"" said Michael Ohlrogge, a law professor at New York University, who has studied Trump Media, which operates Truth Social and currently represents the bulk of Trump's $6bn fortune.","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'O', 'B-CUR', 'O']"
Sentence: 338,"""You can only book so many hotel rooms.""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 339,"On Truth Social, for example, Prof Ohlrogge said a foreign government or business could purchase ads convincing investors the firm was gaining traction, prompting a pop in its share price.","['O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 340,"Though Trump Media commands a market value of more than $7bn, there has been little sign of such activity so far.","['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-CUR', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 341,The company reported less than $5m in ad sales this year.,"['O', 'O', 'O', 'O', 'O', 'B-CUR', 'O', 'O', 'O', 'O', 'O']"
Sentence: 342,"But given the stock market's ""amplifying"" effect, Prof Ohlrogge said it would not require a lot of spending to lead to potentially significant gains for Trump, who owns more than half the shares of the company.","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 343,"Nowhere is the entanglement between Trump's business interests and his public duties as stark as in the crypto industry, where he has deepened his personal involvement, while simultaneously promising to champion it while in the White House.","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']"
Sentence: 344,"His plans include regulatory rollback and ideas such as a national Bitcoin reserve, in which the government would stockpile the cryptocurrency.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 345,"""One of the most important issues to be determined over the next couple years is how crypto is regulated,"" said Virginia Canter, chief ethics counsel at the nonpartisan Citizens for Responsibility and Ethics in Washington.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
Sentence: 346,"""Well now, he's an active player in the crypto market.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 347,"How it could be regulated [could] affect his personal wealth, what kind of position he takes.""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 348,"Nik Bhatia, founder of Bitcoin Layer, a firm that advocates investments in Bitcoin, said it would be a mistake to dismiss Trump's stance on crypto as driven only by his own financial interests.","['B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 349,"""I don't see these moves motivated by self-interest - I see them representing the electorate,"" he said.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 350,"But still, he said: ""I think there probably is a conflict of interest in that his pro-crypto stance will benefit his company.""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 351,"This week, Trump said he would nominate Paul Atkins, who has lobbied for the industry, to lead the Securities and Exchange Commission (SEC).","['B-TIM', 'O', 'B-PER', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG']"
Sentence: 352,"He is widely expected to dial back enforcement at the agency, which polices publicly traded firms such as Trump Media for issues such as fraud and insider trading.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 353,The SEC oversaw a crackdown on the crypto industry under President Joe Biden.,"['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']"
Sentence: 354,"Mr Sun, the World Liberty Financial investor, was caught up in the SEC crackdown last year, after the agency charged him and his company with failing to properly register with the government while selling certain digital assets, among other charges.","['B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-TIM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 355,"Under new leadership, the agency could very well drop the case, said John Coffee, a professor at Columbia Law School and an expert in securities law.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 356,"""The leading characteristic of Mr Atkins is that he does not like enforcement and wants to greatly restrict the range of cases the SEC will bring,"" he said.","['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O']"
Sentence: 357,"In announcing his investment last month, Mr Sun did not mention the SEC complaint - which he has said lacks merit - but did cite Trump's views on crypto.","['O', 'O', 'O', 'O', 'B-TIM', 'O', 'B-PER', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O']"
Sentence: 358,"""The U.S. is becoming the blockchain hub, and Bitcoin owes it to @realDonaldTrump!""","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-PER', 'O']"
Sentence: 359,he wrote on X.,"['O', 'O', 'O', 'B-ORG']"
Sentence: 360,"""TRON is committed to making America great again and leading innovation.","['B-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 361,"Let's go!""","['O', 'O', 'O']"
Sentence: 362,There is little in US law that sets limits on conflict-of-interest - presidents are not bound by the same rules that regulate other government employees and cabinet officials.,"['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 363,"Though the US Constitution in theory bars presidents from taking presents from foreign governments while in office, the Supreme Court already has dismissed two previous lawsuits from Trump's first term involving potential conflicts of interests.","['O', 'B-LOC', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 364,"Last summer, in a case involving Trump, it also ruled that presidents have broad immunity from criminal prosecution while in office.","['B-TIM', 'I-TIM', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 365,"In the past, Trump has argued that his business was actually hurt by his time in the White House, as partners worried about controversy cut ties, and he faced investigations and lawsuits.","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 366,"Now preparing to enter the White House a second time, Trump has yet to unveil an ethics plan, as is customary, and has given little sign he plans to bow to such concerns.","['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 367,"He has vowed to hold onto his Trump Media stake, continues to hawk Trump-branded merchandise and lend his name to ventures like World Liberty Financial.","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG']"
Sentence: 368,His Mar-a-Lago club remains a place where the wealthy willing to pay for membership can gain access to the president with little to no transparency.,"['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 369,Ethics experts worry that Trump has opened a door that will be difficult to close again.,"['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 370,"""Trump's got the message he can do whatever he wants, because he won,"" Mr Painter said.","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
Sentence: 371,"""Future presidents are going to look at this and think, 'We can do whatever we want.'""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 372,"""Jaguar has no desire to be loved by everybody,"" said Gerry McGovern as he strode across the stage on a slightly chilly evening in Miami last week.","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-TIM', 'I-TIM', 'O']"
Sentence: 373,"It was a bold statement from Jaguar Land Rover's creative director, but it summed up the aura around the relaunch of one of the UK's most famous brands.","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
Sentence: 374,"On 18 November, a short teaser ad was released that ignited social media.","['O', 'B-TIM', 'I-TIM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 375,"Lasting just 30 seconds, it showed models in bizarre and brightly coloured outfits but did not feature a single car.","['O', 'O', 'B-TIM', 'I-TIM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 376,"The New York Post described it as ""the latest example of idiotic and woke corporate virtue signalling"".","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 377,"Elon Musk took a dig on X, asking Jaguar's official account: ""Do you sell cars?""","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 378,Then came the actual launch at a Miami art fair.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']"
Sentence: 379,"Mr McGovern stood on stage beside two cars, resplendent in ""Miami Pink"" and ""London Blue"" shades.","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O']"
Sentence: 380,"Both were examples of Jaguar's new Type 00 – a concept car that won't ever go on sale, but is meant to showcase the brand's plans for the future.","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ART', 'I-ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 381,"Angular, aggressive, with a huge bonnet and more than a hint of Batmobile, the new design also polarised opinions.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 382,"""Even Gen Z hate the new 'woke' Jaguar!""","['O', 'B-ART', 'I-ART', 'O', 'O', 'O', 'B-ORG', 'O']"
Sentence: 383,declared the Daily Mail.,"['O', 'O', 'B-ORG', 'I-ORG']"
Sentence: 384,"""Mark my words, Jaguar will go bust,"" Reform Party leader Nigel Farage predicted on X.","['O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']"
Sentence: 385,"But the former Top Gear presenter James May told the BBC that the fact the ad was being talked about so widely has ""got to be a bit of a result for Jaguar, hasn't it""?","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O']"
Sentence: 386,"Jaguar's managing director Rawdon Glover also hit back, insisting the company needed to be ""bold and disruptive"" in order to get its message across.","['B-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 387,But some insiders argue that Jaguar's problems run deeper than a five-minute frenzy on social media.,"['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 388,"Even before the furore over the advert, ""the brand was on a steady road to nowhere"", argues Matthias Schmidt, founder of industry intelligence firm Schmidt Automotive Research.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG']"
Sentence: 389,"""The traditional Jaguar demographic was slowly being diluted through natural attrition and customers jumping ship to other brands.""","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 390,"So, the publicity that the ad and the launch have drawn appear to have been welcomed within the business.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 391,"As Gerry McGovern drily quipped from the stage: ""We're delighted to have your attention.""","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
